Language,Set Name,Set Name (EN),Set Code,Year,Release Date,Series,Cards In Set,Cards Listed,Sources
French,Destinées Radieuses Coffre Étincelant,,SHF:SV,2021,2021-02-19,Épée et Bouclier,122,122,tcgdex
French,Styles de combat,,BST,2021,2021-03-19,Épée et Bouclier,163,183,tcgdex
French,Règne de Glace,,CRE,2021,2021-06-18,Épée et Bouclier,198,233,tcgdex
French,Évolution Céleste,,EVS,2021,2021-08-27,Épée et Bouclier,203,237,tcgdex
French,Célébrations,,CEL,2021,2021-10-08,Épée et Bouclier,25,25,tcgdex
French,Célébrations Collection Classique,,CEL:CC,2021,2021-10-08,Épée et Bouclier,25,25,tcgdex
French,Poing de Fusion,,FST,2021,2021-11-12,Épée et Bouclier,264,284,tcgdex
French,Stars Étincelantes,,BRS,2022,2022-02-25,Épée et Bouclier,172,186,tcgdex
French,Stars Étincelantes Galerie de Dresseurs,,BRS:TG,2022,2022-02-25,Épée et Bouclier,30,30,tcgdex
French,Astres Radieux,,ASR,2022,2022-05-27,Épée et Bouclier,189,216,tcgdex
French,Astres Radieux Galerie de Dresseurs,,ASR:TG,2022,2022-05-27,Épée et Bouclier,30,30,tcgdex
French,Pokémon GO,,PGO,2022,2022-07-01,Épée et Bouclier,78,88,tcgdex
French,Collection McDonald's 2022,,MCD22,2022,2022-08-03,Collection McDonald's,15,15,tcgdex
French,Origine Perdue,,LOR,2022,2022-09-09,Épée et Bouclier,196,217,tcgdex
French,Origine Perdue Galerie de Dresseurs,,LOR:TG,2022,2022-09-09,Épée et Bouclier,30,30,tcgdex
French,Tempête Argentée,,SIT,2022,2022-11-11,Épée et Bouclier,195,215,tcgdex
French,Tempête Argentée Galerie de Dresseurs,,SIT:TG,2022,2022-11-11,Épée et Bouclier,30,30,tcgdex
French,Zénith Suprême,,CRZ,2023,2023-01-20,Épée et Bouclier,159,160,tcgdex
French,Zénith Suprême Galerie Galaroise,,CRZ:GG,2023,2023-01-20,Épée et Bouclier,70,70,tcgdex
French,SVP Black Star Promos,,SVP,2023,2023-03-31,Écarlate et Violet,225,220,tcgdex
French,Écarlate et Violet,,SVI,2023,2023-03-31,Écarlate et Violet,198,258,tcgdex
French,Écarlate et Violet Énergie,,SVE,2023,2023-03-31,Écarlate et Violet,24,24,tcgdex
French,Évolutions à Paldea,,PAL,2023,2023-06-09,Écarlate et Violet,193,279,tcgdex
French,Collection McDonald's 2023,,MCD23,2023,2023-08-01,Collection McDonald's,15,15,tcgdex
French,Flammes Obsidiennes,,OBF,2023,2023-08-11,Écarlate et Violet,197,230,tcgdex
French,151,,MEW,2023,2023-09-22,Écarlate et Violet,165,207,tcgdex
French,Faille Paradoxe,,PAR,2023,2023-11-03,Écarlate et Violet,182,266,tcgdex
French,Destinées de Paldea,,PAF,2024,2024-01-26,Écarlate et Violet,91,245,tcgdex
French,Forces Temporelles,,TEF,2024,2024-03-22,Écarlate et Violet,162,218,tcgdex
French,Mascarade Crépusculaire,,TWM,2024,2024-05-24,Écarlate et Violet,167,226,tcgdex
French,Fable Nébuleuse,,SFA,2024,2024-08-02,Écarlate et Violet,64,99,tcgdex
French,Couronne Stellaire,,SCR,2024,2024-09-13,Écarlate et Violet,142,175,tcgdex
French,Promo-A,,P-A,2024,2024-10-30,Jeu de Cartes à Collectionner Pokémon Pocket,0,73,tcgdex
French,Puissance Génétique,,A1,2024,2024-10-30,Jeu de Cartes à Collectionner Pokémon Pocket,226,286,tcgdex
French,Étincelles Déferlantes,,SSP,2024,2024-11-08,Écarlate et Violet,191,252,tcgdex
French,Collection McDonald's 2024,,MCD24,2024,2024-12-04,Collection McDonald's,15,15,tcgdex
French,L’Île Fabuleuse,,A1a,2024,2024-12-17,Jeu de Cartes à Collectionner Pokémon Pocket,68,86,tcgdex
French,Évolutions Prismatiques,,PRE,2025,2025-01-17,Écarlate et Violet,131,180,tcgdex
French,Choc Spatio-Temporel,,A2,2025,2025-01-30,Jeu de Cartes à Collectionner Pokémon Pocket,140,207,tcgdex
French,Lumière Triomphale,,A2a,2025,2025-02-28,Jeu de Cartes à Collectionner Pokémon Pocket,75,96,tcgdex
French,Réjouissances Rayonnantes,,A2b,2025,2025-03-27,Jeu de Cartes à Collectionner Pokémon Pocket,72,111,tcgdex
French,Aventures Ensemble,,JTG,2025,2025-03-28,Écarlate et Violet,159,190,tcgdex
French,Gardiens Astraux,,A3,2025,2025-04-30,Jeu de Cartes à Collectionner Pokémon Pocket,155,239,tcgdex
French,Crise Interdimensionnelle,,A3a,2025,2025-05-29,Jeu de Cartes à Collectionner Pokémon Pocket,69,103,tcgdex
French,Rivalités Destinées,,DRI,2025,2025-05-30,Écarlate et Violet,182,244,tcgdex
French,La Clairière d'Évoli,,A3b,2025,2025-06-26,Jeu de Cartes à Collectionner Pokémon Pocket,69,107,tcgdex
French,Flamme Blanche,,WHT,2025,2025-07-17,Écarlate et Violet,86,173,tcgdex
French,Foudre Noire,,BLK,2025,2025-07-17,Écarlate et Violet,86,172,tcgdex
French,Sagesse Entre Ciel et Mer,,A4,2025,2025-07-30,Jeu de Cartes à Collectionner Pokémon Pocket,161,241,tcgdex
French,Source Secrète,,A4a,2025,2025-08-28,Jeu de Cartes à Collectionner Pokémon Pocket,71,105,tcgdex
French,Méga-Évolution Énergie,,MEE,2025,2025-09-25,Méga-Évolution,8,8,tcgdex
French,MEP Black Star Promos,,MEP,2025,2025-09-26,Méga-Évolution,0,60,tcgdex
French,Méga-Évolution,,MEG,2025,2025-09-26,Méga-Évolution,132,188,tcgdex
French,Méga-Ascension,,B1,2025,2025-10-30,Jeu de Cartes à Collectionner Pokémon Pocket,226,0,tcgdex
French,Flammes Fantasmagoriques,,PFL,2025,2025-11-14,Méga-Évolution,94,130,tcgdex
French,Embrasement Écarlate,,B1a,2025,2025-12-17,Jeu de Cartes à Collectionner Pokémon Pocket,69,0,tcgdex
French,Parade Onirique,,B2,2026,2026-01-29,Jeu de Cartes à Collectionner Pokémon Pocket,155,0,tcgdex
French,Héros Transcendants,,ASC,2026,2026-01-30,Méga-Évolution,217,295,tcgdex
French,Merveilles de Paldea,,B2a,2026,2026-02-26,Jeu de Cartes à Collectionner Pokémon Pocket,93,131,tcgdex
French,Équilibre Parfait,,POR,2026,2026-03-27,Méga-Évolution,88,124,tcgdex
French,Chaos Ascendant,,CRI,2026,2026-05-22,Méga-Évolution,86,122,tcgdex
French,Nuit Noire,,PBL,2026,2026-07-17,Méga-Évolution,84,120,tcgdex
Indonesian,Pedang & Perisai,,SC1D,2020,2020-11-21,Pedang & Perisai,164,0,tcgdex
Indonesian,劍&盾」SET A,,SC1a,2020,2020-11-21,Pedang & Perisai,154,0,tcgdex
Indonesian,劍&盾」SET B,,SC1b,2020,2020-11-21,Pedang & Perisai,153,0,tcgdex
Indonesian,Koleksi VMAX Berkilau Set A,,SC3a,2021,2021-03-21,Pedang & Perisai,159,0,tcgdex
Indonesian,Koleksi VMAX Berkilau Set B,,SC3b,2021,2021-03-21,Pedang & Perisai,158,0,tcgdex
Indonesian,V Starter Deck Teman,,SCA,2021,2021-03-21,Pedang & Perisai,135,0,tcgdex
Indonesian,Master Serangan Beruntun,,S5R,2021,2021-05-21,Pedang & Perisai,70,0,tcgdex
Indonesian,Master Serangan Tunggal,,S5I,2021,2021-05-21,Pedang & Perisai,70,0,tcgdex
Indonesian,Tantangan,,SCB,2021,2021-05-21,Pedang & Perisai,156,0,tcgdex
Indonesian,Dua Pilar Petarung,,S5a,2021,2021-07-02,Pedang & Perisai,70,0,tcgdex
Indonesian,Astral Gelap Gulita,,S6K,2021,2021-10-01,Pedang & Perisai,70,0,tcgdex
Indonesian,Evolusi,,SCC,2021,2021-10-01,Pedang & Perisai,172,0,tcgdex
Indonesian,Ganjur Salju Perak,,S6H,2021,2021-10-01,Pedang & Perisai,70,0,tcgdex
Indonesian,Para Eevee Pahlawan,,S6a,2021,2021-10-01,Pedang & Perisai,69,0,tcgdex
Indonesian,Arus Langit Biru,,S7R,2021,2021-11-05,Pedang & Perisai,67,0,tcgdex
Indonesian,Pencakar Langit Sempurna,,S7D,2021,2021-11-05,Pedang & Perisai,67,0,tcgdex
Indonesian,Koleksi Perayaan 25 Tahun,,S8a,2021,2021-12-15,Pedang & Perisai,28,0,tcgdex
Indonesian,Teknik Fusion,,S8,2022,2022-01-21,Pedang & Perisai,100,0,tcgdex
Indonesian,V Starter Deck Kekuatan,,SCD,2022,2022-01-21,Pedang & Perisai,159,0,tcgdex
Indonesian,VMAX Klimaks,,S8b,2022,2022-01-21,Pedang & Perisai,184,0,tcgdex
Indonesian,Kebangkitan,,SCE,2022,2022-04-22,Pedang & Perisai,173,0,tcgdex
Indonesian,Pertarungan Daerah,,S9a,2022,2022-04-22,Pedang & Perisai,67,0,tcgdex
Indonesian,Star Birth,,S9,2022,2022-04-22,Pedang & Perisai,100,0,tcgdex
Indonesian,Pokémon GO,,S10b,2022,2022-06-17,Pedang & Perisai,71,0,tcgdex
Indonesian,Kartu Promo,,S-P,2022,2022-07-14,Pedang & Perisai,0,0,tcgdex
Indonesian,Pengamat Waktu,,S10D,2022,2022-07-29,Pedang & Perisai,67,0,tcgdex
Indonesian,Penyulap Ruang,,S10P,2022,2022-07-29,Pedang & Perisai,67,0,tcgdex
Indonesian,Fantom Kegelapan,,S10a,2022,2022-08-26,Pedang & Perisai,71,0,tcgdex
Indonesian,Hantaman Triplet,,S11,2022,2022-09-23,Pedang & Perisai,100,0,tcgdex
Indonesian,Arkana Memuncak,,S11a,2022,2022-10-28,Pedang & Perisai,68,0,tcgdex
Indonesian,Pemicu Paradigma,,S12,2022,2022-11-25,Pedang & Perisai,98,0,tcgdex
Indonesian,Transformasi,,SCF,2022,2022-11-25,Pedang & Perisai,176,0,tcgdex
Indonesian,VSTAR Semesta,,S12a,2022,2022-12-23,Pedang & Perisai,172,0,tcgdex
Indonesian,Fuecoco & Ampharos ex,,SVAM,2023,2023-03-03,Scarlet & Violet,23,25,tcgdex
Indonesian,Kartu Promo,,SV-P,2023,2023-03-03,Scarlet & Violet,0,0,tcgdex
Indonesian,Quaxly & Mimikyu ex,,SVAW,2023,2023-03-03,Scarlet & Violet,23,25,tcgdex
Indonesian,Scarlet ex,,SV1S,2023,2023-03-03,Scarlet & Violet,78,78,tcgdex
Indonesian,Sprigatito & Lucario ex,,SVAL,2023,2023-03-03,Scarlet & Violet,21,23,tcgdex
Indonesian,Violet ex,,SV1V,2023,2023-03-03,Scarlet & Violet,78,78,tcgdex
Indonesian,Hantaman Triplet,,SV1a,2023,2023-04-21,Scarlet & Violet,73,73,tcgdex
Indonesian,Letusan Tanah,,SV2D,2023,2023-06-30,Scarlet & Violet,71,71,tcgdex
Indonesian,Mara Bahaya Salju,,SV2P,2023,2023-06-30,Scarlet & Violet,71,71,tcgdex
Indonesian,Kartu Pokémon 151,,SV2a,2023,2023-07-28,Scarlet & Violet,165,207,tcgdex
Indonesian,Kilau Hitam,,SV3s,2023,2023-10-27,Scarlet & Violet,170,227,tcgdex
Indonesian,Deck Ringkas ex,,SVDs,2023,2023-11-10,Scarlet & Violet,163,171,tcgdex
Indonesian,Pertemuan Paradoks,,SV4s,2023,2023-12-15,Scarlet & Violet,132,184,tcgdex
Indonesian,Harta Berkilau ex,,SV4a,2024,2024-01-26,Scarlet & Violet,190,314,tcgdex
Indonesian,Paradoks Andalan,,SV5s,2024,2024-03-29,Scarlet & Violet,142,194,tcgdex
Indonesian,Hantaman Triplet,,CS1.5,2024,2024-04-26,Pedang & Perisai,101,0,tcgdex
Indonesian,Hantaman Triplet,,CS1a,2024,2024-04-26,Pedang & Perisai,101,0,tcgdex
Indonesian,Hantaman Triplet,,CS1b,2024,2024-04-26,Pedang & Perisai,101,0,tcgdex
Indonesian,Hantaman Triplet,,CS2.5,2024,2024-04-26,Pedang & Perisai,101,0,tcgdex
Indonesian,Hantaman Triplet,,CS2a,2024,2024-04-26,Pedang & Perisai,101,0,tcgdex
Indonesian,Hantaman Triplet,,CS2b,2024,2024-04-26,Pedang & Perisai,101,0,tcgdex
Indonesian,Hantaman Triplet,,CS3.5,2024,2024-04-26,Pedang & Perisai,101,0,tcgdex
Indonesian,Hantaman Triplet,,CS3D,2024,2024-04-26,Pedang & Perisai,101,0,tcgdex
Indonesian,Hantaman Triplet,,CS3a,2024,2024-04-26,Pedang & Perisai,101,0,tcgdex
Indonesian,Hantaman Triplet,,CS3b,2024,2024-04-26,Pedang & Perisai,101,0,tcgdex
Indonesian,Hantaman Triplet,,CS4,2024,2024-04-26,Pedang & Perisai,101,0,tcgdex
Indonesian,Hantaman Triplet,,CS4Da,2024,2024-04-26,Pedang & Perisai,101,0,tcgdex
Indonesian,Hantaman Triplet,,CS4a,2024,2024-04-26,Pedang & Perisai,101,0,tcgdex
Indonesian,Hantaman Triplet,,CS4b,2024,2024-04-26,Pedang & Perisai,101,0,tcgdex
Indonesian,Hantaman Triplet,,CSA,2024,2024-04-26,Pedang & Perisai,101,0,tcgdex
Indonesian,Koraidon ex Purba,,SVHK,2024,2024-04-26,Scarlet & Violet,22,24,tcgdex
Indonesian,Miraidon ex Futur,,SVHM,2024,2024-04-26,Scarlet & Violet,22,24,tcgdex
Indonesian,Topeng Transfigurasi,,SV6s,2024,2024-05-31,Scarlet & Violet,167,167,tcgdex
Indonesian,Bimbingan Rasi,,SV7s,2024,2024-09-20,Scarlet & Violet,166,166,tcgdex
Indonesian,Kilat Rasi,,SV8s,2024,2024-11-29,Scarlet & Violet,182,244,tcgdex
Indonesian,Festival Terastal ex,,SV8a,2025,2025-01-31,Scarlet & Violet,187,237,tcgdex
Indonesian,Ikatan Takdir,,SV9s,2025,2025-04-18,Scarlet & Violet,139,185,tcgdex
Italian,Set Base,,BS,1999,1999-01-09,Originale,102,102,tcgdex
Italian,Jungle,,JU,1999,1999-06-16,Originale,64,0,tcgdex
Italian,Wizards Black Star Promos,,basep,1999,1999-07-01,Originale,53,0,tcgdex
Italian,Carte Promo Wizards,,wp,1999,1999-09-01,Originale,7,0,tcgdex
Italian,Fossil,,FO,1999,1999-10-10,Originale,62,0,tcgdex
Italian,Team Rocket,,RO,2000,2000-04-24,Originale,82,0,tcgdex
Italian,Neo Genesis,,N1,2000,2000-12-16,Neo,111,0,tcgdex
Italian,Neo Discovery,,N2,2001,2001-06-01,Neo,75,0,tcgdex
Italian,Neo Revelation,,N3,2001,2001-09-21,Neo,64,0,tcgdex
Italian,Neo Destiny,,N4,2002,2002-02-28,Neo,105,0,tcgdex
Italian,Expedition Set Base,,EX,2002,2002-09-15,e-Series,165,0,tcgdex
Italian,Aquapolis,,AQ,2003,2003-01-15,e-Series,147,0,tcgdex
Italian,Skyridge,,SK,2003,2003-05-12,e-Series,144,0,tcgdex
Italian,EX Rubino & Zaffiro,,RS,2003,2003-07-01,EX,109,0,tcgdex
Italian,EX Tempesta di Sabbia,,SS,2003,2003-09-18,EX,100,0,tcgdex
Italian,Nintendo Black Star Promos,,np,2003,2003-10-01,POP,40,0,tcgdex
Italian,EX Drago,,DR,2003,2003-11-24,EX,97,0,tcgdex
Italian,EX Team Magma vs Team Idro,,MA,2004,2004-03-01,EX,95,0,tcgdex
Italian,EX Leggende Nascoste,,HL,2004,2004-06-01,EX,101,0,tcgdex
Italian,EX trainer Kit (Latias),,TK1A,2004,2004-07-01,Trainer Kit,10,0,tcgdex
Italian,EX trainer Kit (Latios),,TK1O,2004,2004-07-01,Trainer Kit,10,0,tcgdex
Italian,EX RossoFuoco e VerdeFoglia,,RG,2004,2004-09-01,EX,112,0,tcgdex
Italian,POP Serie 1,,P1,2004,2004-09-01,POP,17,0,tcgdex
Italian,EX Deoxys,,DX,2005,2005-02-01,EX,107,0,tcgdex
Italian,EX Smeraldo,,EM,2005,2005-05-09,EX,106,0,tcgdex
Italian,POP Serie 2,,P2,2005,2005-08-01,POP,17,0,tcgdex
Italian,EX Forze Segrete,,UF,2005,2005-08-22,EX,115,0,tcgdex
Italian,EX Forze Segrete Unown,,exu,2005,2005-08-22,EX,28,0,tcgdex
Italian,EX Specie Delta,,DS,2005,2005-10-31,EX,113,0,tcgdex
Italian,EX La Leggenda di Mew,,LM,2006,2006-02-13,EX,92,0,tcgdex
Italian,EX trainer Kit (Ninun),,TK2M,2006,2006-03-01,Trainer Kit,12,0,tcgdex
Italian,EX trainer Kit (Plusle),,TK2P,2006,2006-03-01,Trainer Kit,12,0,tcgdex
Italian,POP Serie 3,,P3,2006,2006-04-01,POP,17,0,tcgdex
Italian,EX Fantasmi di Holon,,HP,2006,2006-05-03,EX,110,0,tcgdex
Italian,POP Serie 4,,P4,2006,2006-08-01,POP,17,0,tcgdex
Italian,EX Guardiani dei Cristalli,,CG,2006,2006-08-30,EX,100,0,tcgdex
Italian,EX L'Isola dei Draghi,,DF,2006,2006-11-08,EX,101,0,tcgdex
Italian,POP Serie 5,,P5,2007,2007-03-01,POP,17,0,tcgdex
Italian,DP Black Star Promos,,dpp,2007,2007-05-01,Diamante & Perla,56,0,tcgdex
Italian,Diamante & Perla,,DP,2007,2007-05-01,Diamante & Perla,130,0,tcgdex
Italian,Tesori Misteriosi,,MT,2007,2007-08-01,Diamante & Perla,123,0,tcgdex
Italian,Diamond & Pearl trainer Kit (Lucario),,TK3L,2007,2007-09-01,Trainer Kit,11,0,tcgdex
Italian,Diamond & Pearl trainer Kit (Manaphy),,TK3M,2007,2007-09-01,Trainer Kit,12,0,tcgdex
Italian,Prodigi Segreti,,SW,2007,2007-11-01,Diamante & Perla,132,0,tcgdex
Italian,Incontri Leggendari,,GE,2008,2008-02-01,Diamante & Perla,106,0,tcgdex
Italian,POP Serie 7,,P7,2008,2008-03-01,POP,17,0,tcgdex
Italian,Alba Suprema,,MD,2008,2008-05-01,Diamante & Perla,100,0,tcgdex
Italian,Il Risveglio dei Miti,,LA,2008,2008-08-01,Diamante & Perla,146,0,tcgdex
Italian,Fronte di Tempesta,,SF,2008,2008-11-01,Diamante & Perla,100,0,tcgdex
Italian,Platino,,PL,2009,2009-02-11,Platino,127,0,tcgdex
Italian,POP Serie 9,,P9,2009,2009-03-01,POP,17,0,tcgdex
Italian,L'Ascesa dei Rivali,,RR,2009,2009-05-16,Platino,111,0,tcgdex
Italian,Arceus,,AR,2009,2009-11-04,Platino,99,0,tcgdex
Italian,HeartGold SoulSilver,,HS,2010,2010-02-10,HeartGold SoulSilver,123,0,tcgdex
Italian,HGSS Promo,,hgssp,2010,2010-02-11,HeartGold SoulSilver,25,0,tcgdex
Italian,HS trainer Kit (Gyarados),,TK4G,2010,2010-05-01,Trainer Kit,30,0,tcgdex
Italian,HS trainer Kit (Raichu),,TK4R,2010,2010-05-01,Trainer Kit,30,0,tcgdex
Italian,Forze Scatenate,,UL,2010,2010-05-12,HeartGold SoulSilver,95,0,tcgdex
Italian,Senza Paura,,UND,2010,2010-08-18,HeartGold SoulSilver,90,0,tcgdex
Italian,Battaglie Trionfali,,TRI,2010,2010-11-03,HeartGold SoulSilver,102,0,tcgdex
Italian,Richiamo delle Leggende,,COL,2011,2011-02-09,Richiamo delle Leggende,95,0,tcgdex
Italian,Nero e Bianco,,BLW,2011,2011-04-25,Nero e Bianco,114,115,tcgdex
Italian,NB Promo,,BWP,2011,2011-04-26,Nero e Bianco,101,0,tcgdex
Italian,McDonald's Collection,,MCD11,2011,2011-06-17,McDonald's Collection,12,0,tcgdex
Italian,Nuove Forze,,EP,2011,2011-08-31,Nero e Bianco,98,98,tcgdex
Italian,Vittorie Regali,,NVI,2011,2011-11-16,Nero e Bianco,101,102,tcgdex
Italian,Destini Futuri,,NXD,2012,2012-02-08,Nero e Bianco,99,103,tcgdex
Italian,Esploratori delle Tenebre,,DEX,2012,2012-05-09,Nero e Bianco,108,111,tcgdex
Italian,McDonald's Collection 2012,,MCD12,2012,2012-06-15,McDonald's Collection,12,0,tcgdex
Italian,Stirpe dei Draghi,,DRX,2012,2012-08-15,Nero e Bianco,124,128,tcgdex
Italian,Tesoro dei Draghi,,DRV,2012,2012-10-05,Nero e Bianco,20,0,tcgdex
Italian,Confini Varcati,,BCR,2012,2012-11-07,Nero e Bianco,149,153,tcgdex
Italian,Uragano Plasma,,PLS,2013,2013-02-06,Nero e Bianco,135,138,tcgdex
Italian,Glaciazione Plasma,,PLF,2013,2013-05-08,Nero e Bianco,116,122,tcgdex
Italian,XY Promo,,XYP,2013,2013-10-12,XY,211,0,tcgdex
Italian,Benvenuti a Kalos,,KSS,2013,2013-11-08,XY,39,39,tcgdex
Italian,Carta Alternatica A Gialla,,xya,2014,2014-02-05,XY,6,0,tcgdex
Italian,XY,,XY,2014,2014-02-05,XY,146,146,tcgdex
Italian,XY trainer Kit (Noivern),,TK6N,2014,2014-03-12,Trainer Kit,30,30,tcgdex
Italian,XY trainer Kit (Sylveon),,TK6S,2014,2014-03-12,Trainer Kit,30,30,tcgdex
Italian,Fuoco Infernale,,FLF,2014,2014-05-07,XY,106,109,tcgdex
Italian,McDonald's Collection 2014,,MCD14,2014,2014-05-23,McDonald's Collection,12,0,tcgdex
Italian,Colpi Furiosi,,FFI,2014,2014-08-13,XY,111,113,tcgdex
Italian,XY trainer Kit (Bisharp),,TK7A,2014,2014-11-01,Trainer Kit,30,30,tcgdex
Italian,XY trainer Kit (Wigglytuff),,TK7B,2014,2014-11-01,Trainer Kit,30,30,tcgdex
Italian,Forze Spettrali,,PHF,2014,2014-11-05,XY,119,122,tcgdex
Italian,Scontro Primordiale,,PRC,2015,2015-02-04,XY,160,164,tcgdex
Italian,XY trainer Kit (Latias),,TK8A,2015,2015-04-29,Trainer Kit,30,30,tcgdex
Italian,XY trainer Kit (Latios),,TK8O,2015,2015-04-29,Trainer Kit,30,30,tcgdex
Italian,Furie Volanti,,ROS,2015,2015-05-06,XY,108,110,tcgdex
Italian,Antiche Origini,,AOR,2015,2015-08-12,XY,98,100,tcgdex
Italian,Turbo Blitz,,BKT,2015,2015-11-04,XY,162,164,tcgdex
Italian,McDonald's Collection 2015,,MCD15,2015,2015-11-27,McDonald's Collection,12,0,tcgdex
Italian,Turbo Crash,,BKP,2016,2016-02-03,XY,122,123,tcgdex
Italian,Generazioni,,GEN,2016,2016-02-22,XY,83,0,tcgdex
Italian,XY trainer Kit (Pikachu Libre),,TK9P,2016,2016-04-27,Trainer Kit,30,30,tcgdex
Italian,XY trainer Kit (Suicune),,TK9S,2016,2016-04-27,Trainer Kit,30,30,tcgdex
Italian,Destini Incrociati,,FCO,2016,2016-05-02,XY,124,125,tcgdex
Italian,Vapori Accesi,,STS,2016,2016-08-03,XY,114,116,tcgdex
Italian,McDonald's Collection 2016,,MCD16,2016,2016-08-20,McDonald's Collection,12,0,tcgdex
Italian,Evoluzioni,,EVO,2016,2016-11-02,XY,108,113,tcgdex
Italian,SL Promo,,SMP,2017,2017-02-03,Sole e Luna,248,240,tcgdex
Italian,Sole e Luna,,SUM,2017,2017-02-03,Sole e Luna,149,163,tcgdex
Italian,Sole e Luna trainer Kit (Alolan Raichu),,TK10A,2017,2017-04-21,Trainer Kit,30,19,tcgdex
Italian,Sole e Luna trainer Kit (Lycanroc),,TK10L,2017,2017-04-21,Trainer Kit,30,18,tcgdex
Italian,Guardiani Nascenti,,GRI,2017,2017-05-05,Sole e Luna,145,169,tcgdex
Italian,McDonald's Collection 2017,,MCD17,2017,2017-08-03,McDonald's Collection,12,0,tcgdex
Italian,Ombre Infuocate,,BUS,2017,2017-08-04,Sole e Luna,147,169,tcgdex
Italian,Leggende Iridescenti,,SLG,2017,2017-10-06,Sole e Luna,73,78,tcgdex
Italian,Invasione Scarlatta,,CIN,2017,2017-11-03,Sole e Luna,111,124,tcgdex
Italian,Ultraprisma,,UPR,2018,2018-02-02,Sole e Luna,156,173,tcgdex
Italian,Apocalisse Di Luce,,FLI,2018,2018-05-04,Sole e Luna,131,146,tcgdex
Italian,Tempesta Astrale,,CES,2018,2018-08-03,Sole e Luna,168,183,tcgdex
Italian,Trionfo Dei Draghi,,DRM,2018,2018-09-07,Sole e Luna,70,78,tcgdex
Italian,McDonald's Collection 2018,,MCD18,2018,2018-10-19,McDonald's Collection,12,0,tcgdex
Italian,Tuoni Perduti,,LOT,2018,2018-11-02,Sole e Luna,214,236,tcgdex
Italian,Gioco di Squadra,,TEU,2019,2019-01-31,Sole e Luna,181,196,tcgdex
Italian,Detective Pikachu,,DET,2019,2019-03-29,Sole e Luna,18,18,tcgdex
Italian,Legami Inossidabili,,UNB,2019,2019-05-03,Sole e Luna,214,234,tcgdex
Italian,Sintonia Mentale,,UNM,2019,2019-08-02,Sole e Luna,236,258,tcgdex
Italian,Destino Sfuggente,,HIF,2019,2019-08-23,Sole e Luna,68,0,tcgdex
Italian,Destino Sfuggente Tesoro Lucente,,sma,2019,2019-08-23,Sole e Luna,94,0,tcgdex
Italian,McDonald's Collection 2019,,MCD19,2019,2019-10-15,McDonald's Collection,12,0,tcgdex
Italian,Eclissi Cosmica,,CEC,2019,2019-11-01,Sole e Luna,236,271,tcgdex
Italian,SPSC Promo,,swshp,2019,2019-11-15,Spada e Scudo,307,299,tcgdex
Italian,Spada e Scudo,,SSH,2020,2020-02-07,Spada e Scudo,202,216,tcgdex
Italian,Fragore Ribelle,,RCL,2020,2020-05-01,Spada e Scudo,192,209,tcgdex
Italian,Fiamme Oscure,,DAA,2020,2020-08-14,Spada e Scudo,189,201,tcgdex
Italian,Futuri Campioni,,CPA,2020,2020-09-25,Spada e Scudo,73,80,tcgdex
Italian,Voltaggio Sfolgorante,,VIV,2020,2020-11-13,Spada e Scudo,185,203,tcgdex
Italian,McDonald's Collection 2021,,MCD21,2021,2021-02-09,McDonald's Collection,25,0,tcgdex
Italian,Destino Splendente,,SHF,2021,2021-02-19,Spada e Scudo,72,73,tcgdex
Italian,Destino Splendente Tesoro Lucente,,SHF:SV,2021,2021-02-19,Spada e Scudo,122,122,tcgdex
Italian,Stili di Lotta,,BST,2021,2021-03-19,Spada e Scudo,163,183,tcgdex
Italian,Regno Glaciale,,CRE,2021,2021-06-18,Spada e Scudo,198,233,tcgdex
Italian,Evoluzioni Eteree,,EVS,2021,2021-08-27,Spada e Scudo,203,237,tcgdex
Italian,Gran Festa,,CEL,2021,2021-10-08,Spada e Scudo,25,25,tcgdex
Italian,Gran Festa Collezione Classica,,CEL:CC,2021,2021-10-08,Spada e Scudo,25,0,tcgdex
Italian,Colpo Fusione,,FST,2021,2021-11-12,Spada e Scudo,264,284,tcgdex
Italian,Astri Lucenti,,BRS,2022,2022-02-25,Spada e Scudo,172,186,tcgdex
Italian,Astri Lucenti Galleria Allenatori,,BRS:TG,2022,2022-02-25,Spada e Scudo,30,30,tcgdex
Italian,Lucentezza Siderale,,ASR,2022,2022-05-27,Spada e Scudo,189,216,tcgdex
Italian,Lucentezza Siderale Galleria Allenatori,,ASR:TG,2022,2022-05-27,Spada e Scudo,30,30,tcgdex
Italian,Pokémon GO,,PGO,2022,2022-07-01,Spada e Scudo,78,88,tcgdex
Italian,McDonald's Collection 2022,,MCD22,2022,2022-08-03,McDonald's Collection,15,15,tcgdex
Italian,Origine Perduta,,LOR,2022,2022-09-09,Spada e Scudo,196,217,tcgdex
Italian,Origine Perduta Galleria Allenatori,,LOR:TG,2022,2022-09-09,Spada e Scudo,30,30,tcgdex
Italian,Tempesta Argentata,,SIT,2022,2022-11-11,Spada e Scudo,195,215,tcgdex
